contig	orf	taxonomy	erfc	orf_taxonomy	refseq_product	refseq_evalue	refseq_bitscore	uniprot_ac	eggnog_ssid_b	eggnog_species_id	uniprot_id	cog_func_id	cog_id	cog_product	cog_level1_code	cog_level1_name	cog_level2_name	cazy_id1	cazy_id2	cazy_class	cazy_clan	cazy_product	cazy_gene_id	cazy_taxa	cazy_ec	ko_id	ko_level1_name	ko_level2_name	ko_level3_id	ko_level3_name	ko_gene_symbol	ko_product	ko_ec	eggnog_evalue	eggnog_bitscore
k81_2392	k81_2392_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	1.0	Bacteroides fragilis	integrase	6.199999999999999e-71	274.6	A7M3I2	BACOVA_04671	411476.0	A7M3I2_BACO1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6999999999999996e-71	274.6
k81_2393	k81_2393_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella paludivivens	1.0	Prevotella paludivivens	glycan metabolism protein	4.3999999999999996e-86	325.5	F8N8D5	Premu_2226	688246.0	F8N8D5_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5999999999999996e-75	288.5
k81_2395	k81_2395_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	1.0	Bacteroides fragilis	conjugal transfer protein TraG	5.199999999999999e-83	314.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3999999999999999e-83	314.7
k81_2397	k81_2397_1	NA	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_2401	k81_2401_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.5599458008536309	Prevotella paludivivens	UDP-galactopyranose mutase	2.8999999999999997e-108	399.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.9999999999999994e-108	396.7
k81_2401	k81_2401_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.5599458008536309	Bacteroides vulgatus	flippase	1.2999999999999997e-164	587.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.699999999999998e-165	587.0
k81_2401	k81_2401_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.5599458008536309	Prevotella stercorea	dTDP-4-dehydrorhamnose 3,5-epimerase	3.4999999999999996e-88	332.0	B5CWS8	BACPLE_01168	484018.0	B5CWS8_BACPM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.4999999999999994e-75	287.0
k81_2402	k81_2402_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	hypothetical protein	4.5999999999999975e-199	701.4	D1PBG8	PREVCOP_04548	537011.0	D1PBG8_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2999999999999993e-199	701.4
k81_2403	k81_2403_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	ABC transporter	6.299999999999999e-93	347.8	D1P9V6	PREVCOP_03843	537011.0	D1P9V6_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6999999999999998e-93	347.8
k81_2404	k81_2404_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	phosphodiesterase	9.999999999999999e-102	377.1	D1PFP3	PREVCOP_06051	537011.0	D1PFP3_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.799999999999999e-102	377.1
k81_2404	k81_2404_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	hypothetical protein	3.7999999999999996e-63	248.4	D1PFP2	PREVCOP_06050	537011.0	D1PFP2_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0999999999999998e-63	248.4
k81_2406	k81_2406_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	hypothetical protein	1.2999999999999996e-204	720.3	D1PH70	PREVCOP_06590	537011.0	D1PH70_9BACT	NA	NA	NA	NA	NA	NA	GH2	NA	GH	GH-A	Glycosyl hydrolase family 2, sugar binding domain protein	PREVCOP_06590	Prevotella copri DSM 18205	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.599999999999999e-205	720.3
k81_2407	k81_2407_1	NA	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_2408	k81_2408_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	proline--tRNA ligase	2.9999999999999992e-102	379.0	D1PAH7	PREVCOP_04202	537011.0	D1PAH7_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.299999999999998e-103	379.0
k81_2408	k81_2408_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	hypothetical protein	1.4e-61	243.4	D1PAH8	PREVCOP_04203	537011.0	D1PAH8_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.0999999999999994e-69	266.5
k81_241	k81_241_1	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Sinorhizobium;s__Sinorhizobium sp. GL28	1.0	Sinorhizobium sp. GL28	hypothetical protein, partial	3.1e-57	229.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_2410	k81_2410_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. MSX73	1.0	Prevotella sp. MSX73	ribonuclease R	5.099999999999998e-183	648.3	D3HYI3	HMPREF0649_01315	575611.0	D3HYI3_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.399999999999999e-183	647.5
k81_2411	k81_2411_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1.0	Bacteroides	MULTISPECIES: B12-binding domain-containing radical SAM protein	5.299999999999999e-74	284.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3999999999999995e-74	284.6
k81_2413	k81_2413_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella copri	RNA polymerase	2.6999999999999996e-79	302.4	D1P9N4	PREVCOP_03925	537011.0	D1P9N4_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.3e-80	302.4
k81_2413	k81_2413_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella bryantii	molecular chaperone HtpG	5.999999999999998e-209	734.6	D8DST1	PBR_1050	752555.0	D8DST1_PREBR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5999999999999995e-209	734.6
k81_2416	k81_2416_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. AGR2160	1.0	Prevotella sp. AGR2160	beta-galactosidase	7.899999999999997e-186	657.9	D1PCF5	PREVCOP_04887	537011.0	D1PCF5_9BACT	NA	NA	NA	NA	NA	NA	GH2	NA	GH	GH-A	Glycosyl hydrolase family 2, sugar binding domain protein	PREVCOP_04887	Prevotella copri DSM 18205	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.799999999999999e-273	947.2
k81_2419	k81_2419_1	NA	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_242	k81_242_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_242	k81_242_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1.0	Bacteroidales	MULTISPECIES: 6-phosphofructokinase	1.6999999999999997e-51	209.5	B0NQA8	BACSTE_01554	449673.0	B0NQA8_BACSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.6e-52	209.5
k81_2421	k81_2421_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1.0	Bacteroides vulgatus	S-layer protein	1.3999999999999999e-83	316.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.799999999999999e-84	316.6
k81_2422	k81_2422_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia	1.0	Bacteroidia	MULTISPECIES: TetX family tetracycline inactivation enzyme	4.699999999999999e-99	368.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2999999999999996e-99	368.2
k81_2422	k81_2422_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_2423	k81_2423_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	glucose-6-phosphate isomerase	2.999999999999999e-125	455.7	D1PBB8	PREVCOP_04497	537011.0	D1PBB8_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.299999999999997e-126	455.7
k81_243	k81_243_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	histidine kinase	1.2999999999999998e-90	340.1	D1PF46	PREVCOP_05853	537011.0	D1PF46_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.5999999999999995e-91	340.1
k81_2430	k81_2430_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides acidifaciens	1.0	Bacteroides acidifaciens	hypothetical protein	8.3e-64	250.8	A7LWD0	BACOVA_02134	411476.0	A7LWD0_BACO1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2999999999999995e-64	250.8
k81_2442	k81_2442_1	NA	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_2444	k81_2444_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1.0	Bacteroides vulgatus	SusC/RagA family TonB-linked outer membrane protein	1.0999999999999999e-61	243.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.9999999999999997e-62	243.8
k81_2446	k81_2446_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1.0	Bacteroidales	MULTISPECIES: ATP-dependent Clp protease ClpC	1.9999999999999994e-71	276.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.599999999999999e-72	276.2
k81_2449	k81_2449_1	NA	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_245	k81_245_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_245	k81_245_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1.0	Bacteroides	MULTISPECIES: 2-isopropylmalate synthase	3.2e-33	148.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.7e-34	148.3
k81_2450	k81_2450_1	NA	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_2450	k81_2450_2	NA	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_2453	k81_2453_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella buccae	1.0	Prevotella buccae	Na+/Pi-cotransporter	1.5999999999999996e-97	363.6	D1PE17	PREVCOP_05461	537011.0	D1PE17_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.299999999999997e-137	492.3
k81_2454	k81_2454_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. I48	1.0	Bacteroides sp. I48	hypothetical protein	7.599999999999998e-82	310.8	A7M3K7	BACOVA_04696	411476.0	A7M3K7_BACO1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3e-81	307.4
k81_2457	k81_2457_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_2457	k81_2457_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	tRNA-specific adenosine deaminase	2.8999999999999995e-72	278.9	D1PD65	PREVCOP_05151	537011.0	D1PD65_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.899999999999999e-73	278.9
k81_2463	k81_2463_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	ribose 5-phosphate isomerase B	6.4e-58	231.1	D1PA40	PREVCOP_04063	537011.0	D1PA40_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7e-58	231.1
k81_2464	k81_2464_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella maculosa	threonine ammonia-lyase	2.999999999999999e-177	629.0	E6MRK7	HMPREF9420_2108	888832.0	E6MRK7_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.799999999999997e-176	622.5
k81_2464	k81_2464_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella copri	alpha-glucosidase	3.199999999999998e-206	725.3	D1PDN9	PREVCOP_05329	537011.0	D1PDN9_9BACT	NA	NA	NA	NA	NA	NA	GH97	NA	GH	NA	Uncharacterized protein	PREVCOP_05329	Prevotella copri DSM 18205	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.699999999999997e-207	725.3
k81_2465	k81_2465_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	uronate isomerase	1.0999999999999997e-113	417.2	D1P9U5	PREVCOP_04025	537011.0	D1P9U5_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.8999999999999992e-114	417.2
k81_2466	k81_2466_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bryantii	1.0	Prevotella bryantii	hypothetical protein	1.9999999999999997e-161	576.6	D8DZR2	PBR_0669	752555.0	D8DZR2_PREBR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.399999999999999e-162	576.6
k81_2466	k81_2466_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bryantii	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_2467	k81_2467_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1.0	Bacteroides	MULTISPECIES: xylanase	2.1000000000000003e-54	219.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.7999999999999986e-55	219.2
k81_2469	k81_2469_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	peptidase S41	5.999999999999999e-70	271.2	D1PH04	PREVCOP_06521	537011.0	D1PH04_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5999999999999995e-70	271.2
k81_247	k81_247_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	1.0	Bacteroides faecis	hypothetical protein	7e-110	404.4	S0FBJ6	BACCOPRO_03007	547042.0	S0FBJ6_9BACE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0999999999999999e-86	325.5
k81_2470	k81_2470_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.04141670648736806	Bacteroides sp. 3_1_13	hypothetical protein	8.999999999999999e-35	153.7	A7M3R2	BACOVA_04751	411476.0	A7M3R2_BACO1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9e-27	127.5
k81_2470	k81_2470_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.04141670648736806	Bacteroides sp. I48	group II intron reverse transcriptase/maturase	2.999999999999996e-309	1068.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.499999999999998e-300	1036.2
k81_2470	k81_2470_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.04141670648736806	Bacteroides cellulosilyticus	hypothetical protein	5.4e-34	151.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.1e-33	147.1
k81_2472	k81_2472_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella oryzae	1.0	Prevotella oryzae	glycan metabolism protein RagB	1.3999999999999997e-84	320.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0999999999999995e-83	314.7
k81_2475	k81_2475_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	outer membrane protein	5.299999999999998e-82	311.6	D1PDT6	PREVCOP_05378	537011.0	D1PDT6_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4999999999999996e-82	311.6
k81_2478	k81_2478_1	NA	1.0	root	hypothetical protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
k81_2484	k81_2484_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1.0	Bacteroides vulgatus	DNA (cytosine-5-)-methyltransferase	1.4999999999999999e-90	340.1	D2EVF2	HMPREF0969_01124	585543.0	D2EVF2_9BACE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.299999999999998e-91	339.0
k81_2488	k81_2488_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	1.0	Bacteroides uniformis	helicase	2.6999999999999996e-73	282.3	B3JQ12	BACCOP_04044	470145.0	B3JQ12_9BACE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.5999999999999995e-63	246.5
k81_2492	k81_2492_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella buccae	1.0	Prevotella buccae	glycosyl hydrolase family 2	1.1e-55	223.8	D3I216	HMPREF0649_02548	575611.0	D3I216_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.1e-56	223.8
k81_2496	k81_2496_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella oulorum	1.0	Prevotella oulorum	DEAD/DEAH box helicase	3.099999999999998e-267	928.7	D1PGD3	PREVCOP_06297	537011.0	D1PGD3_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	1202.2
k81_2497	k81_2497_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1.0	Bacteroides vulgatus	beta-galactosidase	1.4999999999999997e-77	296.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.1999999999999996e-78	296.6
k81_2498	k81_2498_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	prolyl tripeptidyl peptidase	4.7999999999999985e-119	434.9	D1PCU2	PREVCOP_05027	537011.0	D1PCU2_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2999999999999998e-119	434.9
k81_2501	k81_2501_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1.0	Prevotella copri	NAD-dependent dehydratase	5.199999999999999e-83	314.7	D1PDX5	PREVCOP_05419	537011.0	D1PDX5_9BACT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3999999999999999e-83	314.7
