contig	orf	taxonomy	erfc	orf_taxonomy	refseq_product	refseq_evalue	refseq_bitscore
k81_8662	k81_8662_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella sp. 109	transporter	1.4e-120	440.7
k81_754	k81_754_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. RM4	1	Prevotella sp. RM4	glycan metabolism protein RagB	3.5e-127	462.6
k81_9362	k81_9362_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1	Bacteroides vulgatus	hypothetical protein	1.4e-62	246.5
k81_6673	k81_6673_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	1	Parabacteroides	MULTISPECIES: GlcNAc-PI de-N-acetylase	9.9e-64	250.4
k81_5835	k81_5835_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella buccae	excinuclease ABC subunit B, partial	1.9e-260	906.0
k81_5835	k81_5835_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella copri	hypothetical protein	1.0e-87	330.5
k81_7472	k81_7472_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella disiens	1	Prevotella disiens	peptidase	0.0e+00	1082.4
k81_1147	k81_1147_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	membrane protein	7.8e-40	170.6
k81_7045	k81_7045_1		1.0	root	hypothetical protein	NA	NA
k81_9145	k81_9145_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	0.5599458008536309	Bacteroides	MULTISPECIES: hypothetical protein	6.4e-139	501.5
k81_9145	k81_9145_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	0.5599458008536309	Bacteroides cellulosilyticus	hypothetical protein	1.8e-92	346.7
k81_9145	k81_9145_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	0.5599458008536309	Bacteroides cellulosilyticus	hypothetical protein	4.6e-176	625.2
k81_3835	k81_3835_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella oryzae	1	Prevotella oryzae	DNA recombination/repair protein RecA	1.9e-143	516.5
k81_802	k81_802_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella albensis	1	Prevotella albensis	xylanase	3.2e-102	379.0
k81_2545	k81_2545_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	hypothetical protein	1.2e-29	136.3
k81_2545	k81_2545_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	hypothetical protein	2.3e-83	316.2
k81_2545	k81_2545_4	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	root	hypothetical protein	NA	NA
k81_6372	k81_6372_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.04141670648736806	Bacteroidales	MULTISPECIES: hypothetical protein	1.1e-26	126.3
k81_6372	k81_6372_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.04141670648736806	root	hypothetical protein	NA	NA
k81_6372	k81_6372_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.04141670648736806	Bacteroidales	MULTISPECIES: hypothetical protein	1.9e-60	239.6
k81_6372	k81_6372_4	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.04141670648736806	Bacteroidales	MULTISPECIES: hypothetical protein	2.7e-114	419.1
k81_5023	k81_5023_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella fusca	1	Prevotella fusca	2,6-beta-D-fructofuranosidase	1.6e-67	263.1
k81_6539	k81_6539_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	outer membrane protein assembly factor BamD	1.0e-69	270.4
k81_8393	k81_8393_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_2_4	1	root	hypothetical protein	NA	NA
k81_8393	k81_8393_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. 2_2_4	1	Bacteroides sp. 2_2_4	histidine kinase	5.7e-52	211.1
k81_5175	k81_5175_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	membrane protein	8.6e-37	160.2
k81_6744	k81_6744_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	large protein	6.3e-66	257.7
k81_6744	k81_6744_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	DNA gyrase subunit B	6.9e-161	574.3
k81_9369	k81_9369_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	Bacteroides	MULTISPECIES: NAD-dependent dehydratase	1.7e-42	179.5
k81_9369	k81_9369_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	root	hypothetical protein	NA	NA
k81_3588	k81_3588_1		1.0	root	hypothetical protein	NA	NA
k81_222	k81_222_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1	Bacteroides vulgatus	alpha-mannosidase	1.4e-91	343.2
k81_6446	k81_6446_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hypothetical protein	1.4e-72	280.0
k81_6133	k81_6133_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__Parabacteroides distasonis	1	Parabacteroides distasonis	hypothetical protein	1.6e-62	246.5
k81_2137	k81_2137_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1	Bacteroides vulgatus	asparagine synthetase A	1.1e-98	367.1
k81_4038	k81_4038_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	1	Prevotella	MULTISPECIES: oxaloacetate decarboxylase	1.9e-124	453.0
k81_2061	k81_2061_1		1.0	root	hypothetical protein	NA	NA
k81_10025	k81_10025_1		1.0	root	hypothetical protein	NA	NA
k81_10025	k81_10025_2		1.0	root	hypothetical protein	NA	NA
k81_6314	k81_6314_2		1.0	root	hypothetical protein	NA	NA
k81_9317	k81_9317_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella multisaccharivorax	1	Prevotella multisaccharivorax	hypothetical protein	3.5e-54	219.2
k81_9317	k81_9317_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella multisaccharivorax	1	root	hypothetical protein	NA	NA
k81_9317	k81_9317_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella multisaccharivorax	1	root	hypothetical protein	NA	NA
k81_9576	k81_9576_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	root	hypothetical protein	NA	NA
k81_9576	k81_9576_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hypothetical protein	5.0e-181	641.3
k81_8382	k81_8382_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1	Bacteroides vulgatus	cation transporter	9.1e-62	243.8
k81_1679	k81_1679_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	helix-turn-helix transcriptional regulator	1.5e-47	196.4
k81_6606	k81_6606_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	Bacteroides	MULTISPECIES: GntR family transcriptional regulator	1.3e-67	263.5
k81_2960	k81_2960_1		1.0	root	hypothetical protein	NA	NA
k81_2960	k81_2960_2		1.0	root	hypothetical protein	NA	NA
k81_1875	k81_1875_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	Bacteroides	MULTISPECIES: hypothetical protein	4.4e-76	291.6
k81_9638	k81_9638_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	1	Alistipes putredinis	cell surface protein	7.2e-120	437.6
k81_10275	k81_10275_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.04141670648736806	Prevotella copri	hypothetical protein	5.3e-23	114.4
k81_10275	k81_10275_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.04141670648736806	root	hypothetical protein	NA	NA
k81_10275	k81_10275_4	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.04141670648736806	root	hypothetical protein	NA	NA
k81_10275	k81_10275_5	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.04141670648736806	Prevotella copri	ATPase AAA	1.3e-261	909.8
k81_10275	k81_10275_6	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.04141670648736806	Prevotella copri	transporter	2.4e-145	522.7
k81_8487	k81_8487_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	root	hypothetical protein	NA	NA
k81_8487	k81_8487_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	50S ribosomal protein L33	1.7e-27	129.0
k81_8487	k81_8487_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	50S ribosomal protein L28	1.1e-31	143.3
k81_8474	k81_8474_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	Bacteroides	MULTISPECIES: glycan metabolism protein RagB	2.5e-112	412.5
k81_7878	k81_7878_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	Bacteroides	MULTISPECIES: transposase	2.8e-75	288.9
k81_1273	k81_1273_1		1.0	root	hypothetical protein	NA	NA
k81_1273	k81_1273_2		1.0	root	hypothetical protein	NA	NA
k81_102	k81_102_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	Bacteroides	MULTISPECIES: 1,4-dihydroxy-2-naphthoyl-CoA synthase	1.1e-59	236.9
k81_9260	k81_9260_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	gamma-glutamyl-phosphate reductase	2.9e-123	449.1
k81_1354	k81_1354_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	phosphoheptose isomerase	5.0e-99	368.2
k81_3294	k81_3294_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	cation/H(+) antiporter	1.5e-69	270.0
k81_180	k81_180_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	Bacteroidales	MULTISPECIES: hypothetical protein	5.8e-76	291.2
k81_3531	k81_3531_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella oris	glycogen synthase	2.7e-114	419.5
k81_3531	k81_3531_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.09589096714246548	Prevotella copri	lipoprotein	1.0e-151	543.9
k81_498	k81_498_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	cytochrome D ubiquinol oxidase subunit II	8.5e-199	700.7
k81_2077	k81_2077_1		1.0	root	hypothetical protein	NA	NA
k81_3646	k81_3646_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.09589096714246548	Bacteroidales	MULTISPECIES: integrase	3.1e-43	181.8
k81_3646	k81_3646_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.09589096714246548	Bacteroidales	MULTISPECIES: hypothetical protein	2.2e-66	259.2
k81_6034	k81_6034_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hypothetical protein	3.3e-97	362.1
k81_6507	k81_6507_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1	Bacteroides vulgatus	outer membrane protein assembly factor BamA	3.0e-112	412.1
k81_5057	k81_5057_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	Bacteroides	MULTISPECIES: AraC family transcriptional regulator	3.7e-84	318.5
k81_3683	k81_3683_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	aspartate kinase	4.7e-73	281.6
k81_9629	k81_9629_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. HUN102	1	Prevotella sp. HUN102	valine--tRNA ligase	3.2e-76	292.4
k81_7444	k81_7444_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.09589096714246548	Bacteroidales	MULTISPECIES: hypothetical protein	9.9e-39	166.8
k81_7444	k81_7444_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.09589096714246548	Bacteroidales	MULTISPECIES: hypothetical protein	6.9e-58	230.7
k81_7587	k81_7587_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	DNA repair protein RecO	1.1e-124	453.8
k81_7587	k81_7587_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	cell division protein FtsZ	7.3e-74	284.3
k81_8311	k81_8311_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	MATE family efflux transporter	5.8e-126	458.0
k81_1716	k81_1716_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae	1	Bacteroides caccae	collagen-binding protein	1.1e-66	260.4
k81_2104	k81_2104_1		1.0	root	hypothetical protein	NA	NA
k81_322	k81_322_1		1.0	root	hypothetical protein	NA	NA
k81_8789	k81_8789_1		1.0	root	hypothetical protein	NA	NA
k81_3541	k81_3541_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	1	Prevotella	MULTISPECIES: molecular chaperone GroEL	2.9e-219	768.8
k81_4268	k81_4268_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. AGR2160	1	Prevotella sp. AGR2160	acyl-CoA dehydrogenase	1.3e-89	337.0
k81_2843	k81_2843_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	nitroreductase	1.5e-122	446.8
k81_2843	k81_2843_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	root	hypothetical protein	NA	NA
k81_2843	k81_2843_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	root	hypothetical protein	NA	NA
k81_484	k81_484_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	large protein	5.0e-81	308.1
k81_3817	k81_3817_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	VirE protein	1.8e-56	226.5
k81_3817	k81_3817_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	root	hypothetical protein	NA	NA
k81_4876	k81_4876_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	phosphoglycerate kinase	1.1e-115	423.7
k81_8009	k81_8009_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	glucosamine-6-phosphate deaminase	6.6e-81	307.8
k81_8009	k81_8009_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	root	hypothetical protein	NA	NA
k81_6323	k81_6323_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	membrane protein	7.3e-106	391.3
k81_4611	k81_4611_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella oris	1	Prevotella oris	aspartate aminotransferase	1.1e-137	497.3
k81_6234	k81_6234_1		1.0	root	hypothetical protein	NA	NA
k81_7049	k81_7049_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1	Bacteroides	MULTISPECIES: magnesium chelatase	3.6e-76	292.0
k81_7377	k81_7377_1		1.0	root	hypothetical protein	NA	NA
k81_8490	k81_8490_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	AraC family transcriptional regulator	2.4e-273	948.7
k81_4567	k81_4567_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. 109	1	Prevotella sp. 109	2,6-beta-D-fructofuranosidase	8.9e-242	844.0
k81_10247	k81_10247_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides fragilis	1	Bacteroides fragilis	hypothetical protein	2.1e-64	252.7
k81_5210	k81_5210_1		1.0	root	hypothetical protein	NA	NA
k81_4196	k81_4196_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	1	Bacteroides stercoris	glycine--tRNA ligase	1.2e-54	219.9
k81_3807	k81_3807_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	type I restriction enzyme R protein	1.8e-68	266.2
k81_4129	k81_4129_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	1	root	hypothetical protein	NA	NA
k81_4129	k81_4129_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides thetaiotaomicron	1	Bacteroides thetaiotaomicron	hypothetical protein	1.2e-54	219.9
k81_9883	k81_9883_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. MSX73	1	Prevotella sp. MSX73	exodeoxyribonuclease III	1.0e-111	410.6
k81_3272	k81_3272_1	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__Blautia hansenii	1	Blautia hansenii	ribonucleoside-diphosphate reductase, adenosylcobalamin-dependent	1.2e-33	150.6
k81_8600	k81_8600_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	hypothetical protein	9.6e-94	350.5
k81_2393	k81_2393_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella paludivivens	1	Prevotella paludivivens	glycan metabolism protein	4.4e-86	325.5
k81_8811	k81_8811_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides plebeius	1	Bacteroides plebeius	SusC/RagA family TonB-linked outer membrane protein	2.0e-148	533.5
k81_3715	k81_3715_1		1.0	root	hypothetical protein	NA	NA
k81_619	k81_619_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	1	Bacteroides vulgatus	hypothetical protein	3.9e-81	308.5
k81_2935	k81_2935_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	carboxylesterase	5.1e-116	424.9
k81_3892	k81_3892_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	1	Bacteroidales	MULTISPECIES: mobilization protein	5.0e-72	278.1
k81_8210	k81_8210_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	root	hypothetical protein	NA	NA
k81_8210	k81_8210_2	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	DNA primase	5.7e-194	684.5
k81_8210	k81_8210_3	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	0.09589096714246548	Prevotella copri	hypothetical protein	1.2e-35	156.4
k81_4474	k81_4474_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	zinc ABC transporter permease	9.3e-81	307.4
k81_921	k81_921_1	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella copri	1	Prevotella copri	secretion protein HlyD	1.2e-49	203.4
